EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1
1	11:46:33	0	0.1000	10.895954412221908	3.3010094165802	0.5146	0.4700	0.4913
2	11:46:43	0	0.1000	2.901124769449234	1.079824686050415	0.9145	0.9267	0.9205
3	11:46:53	0	0.1000	1.5221708968281746	0.4938148856163025	0.9570	0.9633	0.9601
4	11:47:03	0	0.1000	0.9677627235651016	0.27678221464157104	0.9668	0.9700	0.9684
5	11:47:13	1	0.1000	0.6518452808260917	0.18717226386070251	0.9636	0.9700	0.9668
6	11:47:19	0	0.1000	0.5117852713912725	0.1504875272512436	0.9734	0.9767	0.9750
7	11:47:29	1	0.1000	0.4751723125576973	0.10954887419939041	0.9702	0.9767	0.9734
8	11:47:36	0	0.1000	0.363003808259964	0.10071191936731339	0.9933	0.9933	0.9933
9	11:47:46	0	0.1000	0.36819805651903154	0.07849925756454468	0.9933	0.9933	0.9933
10	11:47:56	1	0.1000	0.3191299272701144	0.07664277404546738	0.9735	0.9800	0.9767
11	11:48:03	2	0.1000	0.28560963105410336	0.05619174614548683	0.9834	0.9867	0.9850
12	11:48:09	3	0.1000	0.20508874049410225	0.058478906750679016	0.9900	0.9900	0.9900
13	11:48:16	4	0.1000	0.2225665705278516	0.0685347393155098	0.9867	0.9867	0.9867
14	11:48:22	1	0.0500	0.2075606203638017	0.04162704199552536	0.9900	0.9900	0.9900
15	11:48:29	2	0.0500	0.21372182685881852	0.04949627071619034	0.9867	0.9867	0.9867
16	11:48:36	3	0.0500	0.1836692588403821	0.04371020942926407	0.9900	0.9900	0.9900
17	11:48:43	0	0.0500	0.2119359160773456	0.03770633414387703	0.9933	0.9933	0.9933
18	11:48:53	1	0.0500	0.15569044081494213	0.04094585403800011	0.9900	0.9900	0.9900
19	11:49:00	2	0.0500	0.16953994547948242	0.04235628992319107	0.9900	0.9900	0.9900
20	11:49:06	3	0.0500	0.1634783839341253	0.033288776874542236	0.9900	0.9900	0.9900
21	11:49:13	4	0.0500	0.14032773058861495	0.03735361248254776	0.9900	0.9900	0.9900
22	11:49:20	0	0.0250	0.1373111843597144	0.02740776166319847	0.9933	0.9933	0.9933
23	11:49:30	1	0.0250	0.15555838774889708	0.026347454637289047	0.9900	0.9900	0.9900
24	11:49:36	2	0.0250	0.13390172366052866	0.027666958048939705	0.9900	0.9933	0.9917
25	11:49:43	3	0.0250	0.12570020304992796	0.02988404594361782	0.9900	0.9900	0.9900
26	11:49:50	0	0.0250	0.16285622944124042	0.025246622040867805	0.9933	0.9933	0.9933
27	11:50:00	1	0.0250	0.1237062368541956	0.025729408487677574	0.9900	0.9900	0.9900
28	11:50:06	2	0.0250	0.11826773018110544	0.028199810534715652	0.9933	0.9933	0.9933
